text,tactic,technique
Utilize Yama (ex: /proc/sys/kernel/yama/ptrace_scope) to mitigate ptrace based process injection by restricting the use of ptrace to privileged users only.,TA0005,T1055
"Other mitigation controls involve the deployment of security kernel modules that provide advanced access control and process restrictions such as SELinux, grsecurity, and AppArmor.",TA0005,T1055
"Monitor for contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions,",TA0005,T1055
Monitor for changes made to files that may inject code into processes in order to evade process-based defenses as well as possibly elevate privileges.,TA0005,T1055
"Monitor DLL/PE file events, specifically creation of these binary files as well as the loading of DLLs into processes.",TA0005,T1055
Look for DLLs that are not recognized or not normally loaded into a process.,TA0005,T1055
"Monitoring Windows API calls indicative of the various types of code injection may generate a significant amount of data and may not be directly useful for defense unless collected under specific circumstances for known bad sequences of calls, since benign use of API functions may be common and difficult to distinguish from malicious behavior.",TA0005,T1055
"Windows API calls such as CreateRemoteThread, SuspendThread/SetThreadContext/ResumeThread, QueueUserAPC/NtQueueApcThread, and those that can be used to modify memory within another process, such as VirtualAllocEx/WriteProcessMemory, may be used for this technique.",TA0005,T1055
"Monitoring for Linux specific calls such as the ptrace system call should not generate large amounts of data due to their specialized nature, and can be a very effective method to detect some of the common process injection methods.",TA0005,T1055
Monitor for processes being viewed that may inject code into processes in order to evade process-based defenses as well as possibly elevate privileges.,TA0005,T1055
Monitor for changes made to processes that may inject code into processes in order to evade process-based defenses as well as possibly elevate privileges.,TA0005,T1055
Adversaries may inject dynamic-link libraries (DLLs) into processes in order to evade process-based defenses as well as possibly elevate privileges.,TA0005,T1055.001
DLL injection is a method of executing arbitrary code in the address space of a separate live process.,TA0005,T1055.001
DLL injection is commonly performed by writing the path to a DLL in the virtual address space of the target process before loading the DLL by invoking a new thread.,TA0005,T1055.001
"The write can be performed with native Windows API calls such as VirtualAllocEx and WriteProcessMemory, then invoked with CreateRemoteThread (which calls the LoadLibrary API responsible for loading the DLL).",TA0005,T1055.001
Variations of this method such as reflective DLL injection (writing a self-mapping DLL into a process) and memory module (map DLL when writing into process) overcome the address relocation issue as well as the additional APIs to invoke execution (since these methods load and execute the files in memory by manually preforming the function of LoadLibrary).,TA0005,T1055.001
"Running code in the context of another process may allow access to the process's memory, system/network resources, and possibly elevated privileges.",TA0005,T1055.001
Execution via DLL injection may also evade detection from security products since the execution is masked under a legitimate process.,TA0005,T1055.001
Aria-body has the ability to inject itself into another process such as rundll32.exe and dllhost.exe.,TA0005,T1055.001
BackdoorDiplomacy has dropped legitimate software onto a compromised host and used it to execute malicious DLLs.,TA0005,T1055.001
BlackEnergy injects its DLL component into svchost.exe.,TA0005,T1055.001
Carberp's bootkit can inject a malicious DLL into the address space of running processes.,TA0005,T1055.001
Carbon has a command to inject code into a process.,TA0005,T1055.001
Cobalt Strike has the ability to load DLLs via reflective injection.,TA0005,T1055.001
ComRAT has injected its orchestrator DLL into explorer.exe.,TA0005,T1055.001
ComRAT has also injected its communications module into the victim's default browser to make C2 connections appear less suspicious as all network connections will be initiated by the browser process.,TA0005,T1055.001
Conti has loaded an encrypted DLL into memory and then executes it.,TA0005,T1055.001
Derusbi injects itself into the secure shell (SSH) process.,TA0005,T1055.001
Duqu will inject itself into different processes to evade detection.,TA0005,T1055.001
The selection of the target process is influenced by the security software that is installed on the system (Duqu will inject into different processes depending on which security suite is installed on the infected host).,TA0005,T1055.001
Dyre injects into other processes to load modules.,TA0005,T1055.001
Elise injects DLL files into iexplore.exe.,TA0005,T1055.001
Emissary injects its DLL file into a newly spawned Internet Explorer process.,TA0005,T1055.001
Emotet has been observed injecting in to Explorer.exe and other processes.,TA0005,T1055.001
FinFisher injects itself into various processes depending on whether it is low integrity or high integrity.,TA0005,T1055.001
Gelsemium has the ability to inject DLLs into specific processes.,TA0005,T1055.001
Get2 has the ability to inject DLLs into processes.,TA0005,T1055.001
HIDEDRV injects a DLL for Downdelph into the explorer.exe process.,TA0005,T1055.001
"IronNetInjector has the ability to inject a DLL into running processes, including the IronNetInjector DLL into explorer.exe.",TA0005,T1055.001
"If running in a Windows environment, Kazuar saves a DLL to disk that is injected into the explorer.exe process to execute the payload.",TA0005,T1055.001
Kazuar can also be configured to inject and execute within specific processes.,TA0005,T1055.001
Koadic can perform process injection by using a reflective DLL.,TA0005,T1055.001
A Lazarus Group malware sample performs reflective DLL injection.,TA0005,T1055.001
Leviathan has utilized techniques like reflective DLL loading to write a DLL into memory and load a shell that provides backdoor access to the victim.,TA0005,T1055.001
Lizar has used the PowerKatz plugin that can be loaded into the address space of a PowerShell process through reflective DLL loading.,TA0005,T1055.001
Matryoshka uses reflective DLL injection to inject the malicious library and execute the RAT.,TA0005,T1055.001
Maze has injected the malware DLL into a target process.,TA0005,T1055.001
MegaCortex loads injecthelper.dll into a newly created rundll32.exe process.,TA0005,T1055.001
Metamorfo has injected a malicious DLL into the Windows Media Player process (wmplayer.exe).,TA0005,T1055.001
The Netwalker DLL has been injected reflectively into the memory of a legitimate running process.,TA0005,T1055.001
PipeMon can inject its modules into various processes using reflective DLL loading.,TA0005,T1055.001
PoisonIvy can inject a malicious DLL into a process.,TA0005,T1055.001
"PowerSploit contains a collection of CodeExecution modules that inject code (DLL, shellcode) into a process.",TA0005,T1055.001
PS1 can inject its payload DLL Into memory.,TA0005,T1055.001
Pupy can migrate into another process using reflective DLL injection.,TA0005,T1055.001
"An executable dropped onto victims by Putter Panda aims to inject the specified DLL into a process that would normally be accessing the network, including Outlook Express (msinm.exe), Outlook (outlook.exe), Internet Explorer (iexplore.exe), and Firefox (firefox.exe).",TA0005,T1055.001
